title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
Which pillar of Scrum is best supported by the Definition of Done? (Choose the best answer),"Inspection is supported by the Definition of Done, as it provides a clear standard for assessing the completeness and quality of each Increment. <i>“The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed.” Scrum Guide 2020</i>",S,pspo-I,Scrum Pillars,Transparency,"Incorrect: Transparency is supported by clear communication, but the Definition of Done specifically enhances Inspection.",Inspection,Correct: A clear Definition of Done ensures that each Increment can be properly inspected for quality and completeness.,Adaptation,"Incorrect: Adaptation occurs after inspection, but the Definition of Done does not directly support it.",Courage,"Incorrect: Courage is a value, not a pillar supported by the Definition of Done.",,,,,2
Which three pillars of Scrum are demonstrated when the team inspects and adapts their work processes regularly? (Choose the three best answers),"The pillars of Transparency, Inspection, and Adaptation are fundamental to Scrum, enabling the team to continually improve their work processes. <i>“These three pillars require trust to operate effectively.” Scrum Guide 2020</i>",M,pspo-I,Scrum Pillars,Inspection,Correct: Regularly inspecting work processes helps the team identify areas for improvement.,Transparency,"Correct: Transparency allows everyone to see the work process clearly, enabling effective inspection and adaptation.",Commitment,"Incorrect: While Commitment is a value, it is not a pillar that directly facilitates inspection and adaptation.",Adaptation,Correct: Adaptation ensures that the team can make necessary adjustments based on their inspections.,Courage,"Incorrect: Courage is a Scrum value, not a pillar.",,,"1,2,4"
Which three tools or techniques help Scrum Teams ensure that their work meets the agreed quality standards? (Choose the three best answers),"Tools like the Definition of Done, Daily Scrums, and Backlog Refinement ensure that the team maintains quality throughout the development process. <i>“The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed.” Scrum Guide 2020</i>",M,pspo-I,Scrum Tools and Techniques,Using a Definition of Done that includes all quality requirements.,Correct: The Definition of Done ensures that all work meets the agreed-upon quality standards before it is considered complete.,Conducting thorough testing only at the end of the Sprint.,Incorrect: Testing should be integrated throughout the Sprint to ensure continuous quality.,Daily Scrums that focus on current progress and blockers.,Correct: Daily Scrums help the team inspect their work and adjust their efforts to maintain quality and progress.,Frequent Backlog Refinement sessions to clarify requirements.,Correct: Refining the Backlog helps ensure that items are well understood and meet the team’s standards before entering a Sprint.,Skipping Retrospectives to avoid wasting time on discussions.,Incorrect: Retrospectives are critical for continuous improvement and maintaining quality.,,,"1,3,4"
Which two tools can help the Scrum Team maintain focus on completing work that directly contributes to the Sprint Goal? (Choose the two best answers),"The Sprint Backlog and Sprint Goal help the team maintain focus on what needs to be done to achieve the Sprint Goal, ensuring alignment and efficient task management. <i>“The Sprint Backlog is the set of Product Backlog items selected for the Sprint.” Scrum Guide 2020</i>",M,pspo-I,Scrum Tools and Techniques,Sprint Backlog and Definition of Done,"Correct: The Sprint Backlog contains tasks that align with the Sprint Goal, and the Definition of Done ensures quality.",Daily Scrum and Sprint Retrospective,Incorrect: These events help inspect progress and improve processes but do not directly guide task focus.,Burndown Chart and Velocity,Incorrect: These are used for tracking progress and capacity but do not directly influence task focus.,Product Backlog and Increment,"Incorrect: The Product Backlog prioritizes future work, and the Increment shows completed work, not current task focus.",Sprint Goal and Task Board,"Correct: The Sprint Goal provides direction, and the Task Board visualizes progress, helping maintain focus.",,,"1,5"
"During a Sprint, the Development Team frequently finds itself blocked by dependencies that are not being resolved. Which Scrum technique or tool could help address this issue in future Sprints? (Choose the best answer)","The Impediment Backlog helps Scrum Teams track and prioritize unresolved issues that block progress, ensuring that dependencies are managed proactively in future Sprints. <i>“Scrum Teams identify impediments and prioritize removing them.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Sprint Retrospective,Incorrect: The Retrospective helps reflect on the Sprint but does not specifically address dependency management.,Impediment Backlog,"Correct: Creating an Impediment Backlog helps track and prioritize unresolved issues, including dependencies.",Burndown Chart,Incorrect: The Burndown Chart tracks progress but does not address specific impediments.,Backlog Refinement,Incorrect: Backlog Refinement improves clarity and readiness of items but does not manage impediments.,,,,,2
"During the Daily Scrum, the team frequently discusses the same impediments without resolution. What tool could they introduce to help track and manage these issues more effectively? (Choose the best answer)","An Impediment Log allows the team to document, track, and prioritize issues that block progress, ensuring they are managed proactively. <i>“Scrum Teams actively manage impediments to progress.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Burndown Chart,Incorrect: The Burndown Chart tracks progress but does not manage impediments specifically.,Impediment Log,"Correct: An Impediment Log helps track and prioritize issues, ensuring that the team actively manages and resolves them.",Task Board,Incorrect: A Task Board shows the status of tasks but does not specifically track impediments.,Definition of Ready,Incorrect: The Definition of Ready ensures tasks are prepared for the Sprint but does not track impediments.,,,,,2
"The Product Owner is often unavailable during Sprint Planning, causing delays in defining the Sprint Goal. What tool or technique can help the team mitigate this issue? (Choose the best answer)","Pre-Sprint Refinement sessions help ensure that Backlog items are well-defined and ready, reducing the need for extensive Product Owner involvement during Sprint Planning. <i>“Backlog refinement is an ongoing activity to keep the Product Backlog updated and ready.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Burndown Chart,Incorrect: The Burndown Chart tracks progress but does not assist with Sprint Planning.,Pre-Sprint Backlog Refinement Sessions,"Correct: Pre-Sprint Refinement sessions ensure Backlog items are ready, reducing dependency on the Product Owner during Sprint Planning.",Daily Scrum,Incorrect: The Daily Scrum helps inspect progress but does not address Sprint Planning issues.,Scrum Artifacts,Incorrect: The Definition of Done sets standards for task completion but does not assist with availability issues.,,,,,2
"The team is using Planning Poker to estimate tasks, but some team members feel pressured to conform to others' estimates. What adjustment can be made to improve this situation? (Choose the best answer)","Using silent estimation rounds before group discussion in Planning Poker helps reduce conformity pressure, allowing each team member to provide their honest input. <i>“Estimation helps the Scrum Team understand the effort required to achieve the Sprint Goal.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Switch to Story Points for estimation.,"Incorrect: Story Points are an estimation unit, not a method that addresses conformity issues.",Use silent estimation rounds before discussion.,"Correct: Silent estimation encourages individual input before group discussion, reducing conformity pressure.",Have the Scrum Master assign estimates based on their judgment.,"Incorrect: Estimates should be team-driven, not assigned by the Scrum Master.",Skip estimation and start the work immediately.,Incorrect: Estimation helps the team plan effectively; skipping it undermines planning accuracy.,,,,,2
Which Scrum value is most emphasized when the team adapts their work plan in response to new challenges? (Choose the best answer),"Courage is emphasized when the team adapts their work plan, empowering them to take bold actions in response to new challenges. <i>“Scrum’s success is based on people becoming more proficient in living five values.” Scrum Guide 2020</i>",S,pspo-I,Scrum Values,Courage,Correct: Courage enables the team to adapt and make necessary changes when faced with challenges.,Openness,Incorrect: Openness supports transparency but does not directly drive the adaptation of work plans.,Respect,"Incorrect: Respect fosters collaboration, but Courage is crucial for taking bold actions to adapt.",Focus,"Incorrect: Focus helps maintain direction, but Courage drives the willingness to adapt when needed.",,,,,1
True or False: The Product Owner can cancel the Sprint if it is clear that the Sprint Goal cannot be met. (Choose the best answer),"The Product Owner has the authority to cancel a Sprint if the Sprint Goal becomes irrelevant, ensuring the team's work aligns with the highest value goals. <i>“A Sprint can be canceled if the Sprint Goal becomes obsolete.” Scrum Guide 2020</i>",TF,pspo-I,Sprint Planning,,Correct: The Product Owner has the authority to cancel the Sprint if the Sprint Goal becomes obsolete.,,Incorrect: Only the Product Owner can cancel a Sprint when the Sprint Goal no longer holds value.,,,,,,,,,true
True or False: The Product Owner must cancel the Sprint if the Sprint Goal becomes impossible to achieve. (Choose the best answer),"The Product Owner has the authority to cancel a Sprint if the Sprint Goal becomes obsolete, but this decision should be considered carefully. <i>“A Sprint can be canceled if the Sprint Goal becomes obsolete.” Scrum Guide 2020</i>",TF,pspo-I,Sprint Planning,,Incorrect: Cancelling the Sprint is a decision that should be made carefully and not solely based on the Sprint Goal being unachievable.,,"Correct: The Product Owner may cancel the Sprint if the Sprint Goal becomes obsolete, but it is not mandatory.",,,,,,,,,false
"During a Sprint, the Developers realize they will not complete all Product Backlog items. What should the Product Owner do? (Choose the best answer)","If the team cannot complete all items, the Product Owner should help refocus efforts on the most valuable work, ensuring maximum value is still delivered. <i>“The Product Owner is accountable for maximizing the value of the product.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Extend the Sprint to allow time to complete the work.,Incorrect: Sprint durations are fixed and should not be extended.,Work with the Developers to adjust the Sprint Backlog and focus on the most valuable items.,Correct: The Product Owner should help prioritize the remaining work to maximize value within the Sprint.,Reassign incomplete work to another team.,Incorrect: Incomplete work should remain within the current team’s Product Backlog.,Cancel the Sprint due to the inability to meet the forecast.,Incorrect: Cancelling a Sprint is a last resort and should not be used for scope adjustments.,,,,,2
"During Sprint Planning, the Developers express uncertainty about the feasibility of the Sprint Goal. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to adjust the Sprint Backlog, ensuring that the Sprint Goal remains achievable and valuable. <i>“Scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Insist that the team commits to the Sprint Goal regardless of concerns.,Incorrect: Insisting on unrealistic commitments can lead to failure and decreased morale.,Work with the Developers to adjust the Sprint Backlog and ensure the goal is achievable.,Correct: Adjusting the Sprint Backlog helps align team efforts with a realistic and valuable Sprint Goal.,Ignore the concerns to maintain focus on the original plan.,Incorrect: Addressing concerns ensures the team’s commitment and capability to meet the Sprint Goal.,Ask the Scrum Master to enforce the Sprint Goal as planned.,Incorrect: The Product Owner should actively participate in aligning the Sprint Goal with achievable work.,,,,,2
"During the Sprint, the Product Owner finds that the team is struggling to meet the Sprint Goal due to new technical challenges. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to adjust the Sprint Backlog, ensuring that the team remains focused on the most valuable work despite challenges. <i>“Scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Encourage the team to push through and complete all the work as planned.,Incorrect: Pushing the team to work harder without addressing the issues can lead to burnout and decreased quality.,"Work with the team to adjust the Sprint Backlog, focusing on the most valuable work.","Correct: Adjusting the Sprint Backlog helps refocus efforts on achievable, high-value items while maintaining the Sprint Goal.",Cancel the Sprint to restart with a more realistic plan.,Incorrect: Cancelling the Sprint should only be considered if the Sprint Goal becomes obsolete.,Ignore the problem and continue with the current plan.,Incorrect: Ignoring issues can lead to unmet goals and reduced value delivery.,,,,,2
"During Sprint Planning, the Developers realize that a high-priority item is too complex to complete within the Sprint. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to refine or split complex items, making them manageable and ready for the current or future Sprints. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Include the item anyway to maintain the priority.,Incorrect: Including complex items without refinement can jeopardize the Sprint Goal.,"Work with the Developers to refine the item or split it into smaller, manageable tasks.",Correct: Refining or splitting complex items ensures they are actionable and achievable within the Sprint.,Move the item to the next Sprint without changes.,Incorrect: Delaying work without addressing complexity does not solve the problem.,Ask the Scrum Master to facilitate the refinement process.,Incorrect: The Product Owner is responsible for leading refinement with the Developers.,,,,,2
"During the Sprint Review, stakeholders express concerns that the Increment does not fully meet their expectations. What should the Product Owner do? (Choose the best answer)","The Product Owner should engage stakeholders during the Sprint Review to gather feedback and update the Product Backlog, ensuring future work aligns with expectations. <i>“The Sprint Review is an opportunity to inspect the outcome of the Sprint and determine future adaptations.” Scrum Guide 2020</i>",S,pspo-I,Sprint Review,Defend the Increment by highlighting the challenges faced by the team.,Incorrect: Defending work without addressing feedback does not build trust or improve future outcomes.,Engage with stakeholders to understand their feedback and adjust the Product Backlog accordingly.,Correct: The Product Owner should manage feedback actively and refine the Backlog to better align with stakeholder needs.,Ignore the concerns and focus on the existing Product Backlog priorities.,Incorrect: Ignoring feedback undermines the purpose of stakeholder engagement and the Sprint Review.,Ask the Scrum Master to address stakeholder concerns separately.,Incorrect: The Product Owner is responsible for managing stakeholder feedback and refining the Product Backlog.,,,,,2
"During the Sprint Review, stakeholders provide feedback that contradicts the current Product Goal. What should the Product Owner do? (Choose the best answer)",The Product Owner should engage stakeholders and the Scrum Team to evaluate feedback and determine how it impacts the Product Goal and Product Backlog. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,S,pspo-I,Sprint Review,Immediately change the Product Goal to align with stakeholder feedback.,Incorrect: Changing the Product Goal without proper evaluation can misalign the product’s direction.,Discuss the feedback with the Scrum Team and stakeholders to assess its impact on the Product Backlog.,Correct: The Product Owner should evaluate feedback collaboratively and make necessary adjustments to the Backlog.,Ignore the feedback to maintain focus on the existing Product Goal.,Incorrect: Feedback should be considered and evaluated to ensure the Product Backlog remains relevant.,Ask the Scrum Master to manage the stakeholder expectations.,Incorrect: The Product Owner is responsible for engaging stakeholders and managing the Product Backlog.,,,,,2
"During the Sprint, a stakeholder requests a status update on a specific feature. What is the best way for the Product Owner to respond? (Choose the best answer)","The Product Owner should provide a concise update to the stakeholder, ensuring they understand the current progress and how it aligns with the Product Goal. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",S,pspo-I,Stakeholder Engagement,Provide a detailed status report immediately to satisfy the stakeholder.,Incorrect: Detailed reports can take time away from managing the Product Backlog and prioritizing work.,"Refer the stakeholder to the Sprint Review, where progress will be demonstrated.",Incorrect: Sprint Reviews are not the only opportunity to update stakeholders on progress.,Engage with the stakeholder to provide a concise update and explain how the feature aligns with the Product Goal.,Correct: Engaging with stakeholders and explaining the progress ensures transparency and alignment.,Ignore the request and focus on managing the Product Backlog.,Incorrect: Stakeholder engagement is crucial for maintaining trust and alignment with business goals.,,,,,3
Which three actions should the Product Owner take to improve collaboration with stakeholders? (Choose the three best answers),"The Product Owner should engage stakeholders regularly, use data-driven communication, and seek feedback proactively to ensure ongoing alignment and collaboration. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Stakeholder Engagement,Meet with stakeholders only during the Sprint Review to gather feedback.,Incorrect: Regular engagement is essential for maintaining alignment with stakeholder needs.,Involve stakeholders in Product Backlog refinement sessions when appropriate.,Correct: Including stakeholders in refinement sessions helps align the Product Backlog with market needs and feedback.,"Use clear, data-driven communication to explain prioritization decisions.",Correct: Data-driven communication fosters transparency and helps stakeholders understand why certain decisions are made.,Delegate stakeholder communication to the Scrum Master to streamline the process.,Incorrect: The Product Owner should maintain direct communication with stakeholders to ensure clear alignment.,"Proactively seek feedback throughout the Sprint cycle, not just at formal events.",Correct: Continuous feedback helps the Product Owner make informed decisions and maintain a relevant Product Backlog.,,,"2,3,5"
"During the Sprint, the Developers encounter a significant technical challenge. What should the Scrum Master do? (Choose the best answer)","The Scrum Master should facilitate the discussion, helping the Developers find the best approach to address the challenge while keeping focus on the Sprint Goal. <i>“The Scrum Master is accountable for the Scrum Team’s effectiveness.” Scrum Guide 2020</i>",S,pspo-I,Impediments,Solve the technical challenge for the team to keep progress on track.,Incorrect: The Scrum Master facilitates problem-solving but does not solve technical challenges for the team.,Facilitate a discussion to help the Developers decide on the best approach to handle the challenge.,Correct: The Scrum Master enables the team to self-manage and resolve challenges effectively.,Ignore the challenge to maintain focus on the current plan.,Incorrect: Challenges should be addressed promptly to avoid disrupting the Sprint Goal.,Ask the Product Owner to reprioritize other items to accommodate the challenge.,"Incorrect: The focus should be on resolving the challenge, not reprioritizing work without addressing the issue.",,,,,2
Which concept in Scrum helps ensure that the team delivers Increments of high quality consistently? (Choose the best answer),The Definition of Done ensures that all completed work meets a shared standard of quality before it is considered finished. <i>“The Definition of Done is a formal description of the state of the Increment when it meets the quality measures required for the product.” Scrum Guide 2020</i>,S,pspo-I,Concepts,Sprint Planning,Incorrect: Sprint Planning sets the Sprint Goal but does not specifically ensure Increment quality.,Scrum Artifacts,"Correct: The Definition of Done provides a clear standard for quality, ensuring that all Increments meet the agreed-upon criteria.",Daily Scrum,Incorrect: The Daily Scrum helps inspect progress but does not define quality standards.,Sprint Backlog,Incorrect: The Sprint Backlog lists the work but does not define quality standards.,,,,,2
"During a Sprint, a stakeholder asks the Product Owner to add an urgent feature. How should the Product Owner respond? (Choose the best answer)","The Product Owner should evaluate the stakeholder’s request and add it to the Product Backlog for future consideration, keeping the current Sprint focused. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Add the feature immediately to keep the stakeholder happy.,Incorrect: Adding work mid-Sprint disrupts the focus and could jeopardize the Sprint Goal.,Evaluate the request and add it to the Product Backlog for future prioritization.,Correct: Managing changes through the Product Backlog allows for prioritization without disrupting the current Sprint.,Reject the request outright to avoid disruptions.,"Incorrect: All requests should be considered and evaluated, not dismissed without discussion.",Ask the Scrum Master to handle the request separately.,Incorrect: The Product Owner is responsible for managing changes and prioritizing the Product Backlog.,,,,,2
"During the Sprint Retrospective, the team identifies frequent misunderstandings of Product Backlog items. What should the Product Owner do? (Choose the best answer)","The Product Owner should actively work with the Developers to refine Product Backlog items, ensuring they are clear, actionable, and ready for future Sprints. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Ignore the feedback to maintain the current refinement process.,Incorrect: Ignoring feedback can lead to recurring misunderstandings and inefficiencies.,"Collaborate with the Developers to improve refinement, ensuring items are clear and actionable.",Correct: Improving refinement processes helps ensure that Product Backlog items are well understood by the team.,Ask the Scrum Master to manage refinement challenges independently.,Incorrect: The Product Owner plays a key role in refinement and should actively participate in clarifying Backlog items.,Delay addressing the feedback until the next Sprint Planning session.,"Incorrect: Refinement improvements should be addressed continuously, not delayed.",,,,,2
"During a Sprint Review, stakeholders request changes that could significantly alter the current Product Goal. What should the Product Owner do? (Choose the best answer)",The Product Owner should assess feedback collaboratively with the Scrum Team and stakeholders to determine the impact on the Product Goal and Backlog. <i>“The Product Owner is responsible for effective Product Backlog management.” Scrum Guide 2020</i>,S,pspo-I,Product Backlog Management,Immediately change the Product Goal to align with the new stakeholder requests.,Incorrect: Changing the Product Goal without proper evaluation can disrupt the product's strategic direction.,Discuss the feedback with the Scrum Team and stakeholders to assess the impact on the Product Backlog.,Correct: The Product Owner should collaborate to evaluate changes and adjust the Backlog accordingly.,Reject the changes to keep the current focus intact.,Incorrect: All feedback should be considered and evaluated thoughtfully.,Ask the Scrum Master to manage stakeholder expectations.,Incorrect: The Product Owner is responsible for managing the Product Goal and stakeholder feedback.,,,,,2
"During the Sprint, the Product Owner realizes that the Product Backlog is not aligned with stakeholder needs. What should the Product Owner do? (Choose the best answer)","The Product Owner must keep the Product Backlog updated based on stakeholder feedback to ensure it reflects the most current priorities and delivers value. <i>“The Product Backlog is an emergent, ordered list of what is needed to improve the product.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Ignore the issue until the next Sprint Planning session.,Incorrect: Delaying adjustments can result in further misalignment and lost value.,Update the Product Backlog continuously to reflect current stakeholder needs and feedback.,Correct: The Product Owner should continuously refine the Product Backlog based on new insights and feedback.,Ask the Scrum Master to prioritize stakeholder feedback for the next Sprint.,Incorrect: Managing stakeholder feedback is the responsibility of the Product Owner.,Reprioritize all Backlog items immediately without consulting the team.,"Incorrect: Reprioritization should be done collaboratively and strategically, not impulsively.",,,,,2
Which two actions should the Product Owner take if the Product Backlog becomes unmanageable due to too many items? (Choose the two best answers),"The Product Owner should collaborate with stakeholders to reprioritize and refine the Product Backlog, breaking down large items into actionable tasks to maintain focus and manageability. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Remove items without consulting stakeholders to streamline the Backlog.,Incorrect: Removing items without stakeholder input can lead to misalignment with product goals.,"Engage stakeholders to reprioritize and refine the Backlog, focusing on high-value items.",Correct: Collaborating with stakeholders ensures the Product Backlog reflects the most current priorities.,"Break down large items into smaller, more manageable tasks to maintain focus.",Correct: Decomposing large items makes the Backlog more actionable and aligns work with team capacity.,Delay Backlog refinement until the next Sprint Planning session.,Incorrect: Refinement is an ongoing process and should not be delayed.,Ask the Scrum Master to manage the Product Backlog on behalf of the team.,"Incorrect: The Product Owner is responsible for Backlog management, not the Scrum Master.",,,"2,3"
Which three actions best demonstrate the Product Owner's accountability for the Product Backlog? (Choose the three best answers),"The Product Owner is accountable for managing the Product Backlog by engaging in continuous refinement, prioritization, and collaboration with the team. <i>“The Product Owner is the sole person responsible for managing the Product Backlog.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Allowing Developers to manage the Product Backlog independently.,Incorrect: The Product Owner is accountable for the Backlog and must ensure it is managed effectively.,Continuously refining and prioritizing items based on feedback and value.,Correct: Ongoing refinement and prioritization ensure the Backlog reflects current priorities.,Collaborating with the team to ensure items are clear and actionable.,Correct: Collaboration helps ensure the Product Backlog items are well understood and ready for future Sprints.,Using data to make informed decisions about prioritization.,Correct: Data-driven decisions help align the Product Backlog with business goals and maximize value.,Only adjusting the Backlog during formal Scrum events like Sprint Planning.,"Incorrect: Refinement is an ongoing process, not limited to formal events.",,,"2,3,4"
What should the Product Owner do if stakeholders are unhappy with the direction of the Product Backlog? (Choose the best answer),The Product Owner should listen to stakeholder feedback and adjust the Product Backlog to ensure it remains aligned with value delivery expectations. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,S,pspo-I,Product Backlog Management,Reprioritize the Backlog immediately based on stakeholder feedback.,Correct: The Product Owner should adjust the Backlog to ensure it aligns with stakeholder expectations and delivers value.,Ignore the feedback if it contradicts the current Sprint Goal.,Incorrect: Feedback should always be considered and used to adapt the Backlog appropriately.,Request that the Scrum Master address the concerns with the stakeholders.,Incorrect: The Product Owner is responsible for managing stakeholder expectations and Backlog adjustments.,Delay changes until the next Sprint Planning.,Incorrect: Backlog management is ongoing and does not need to wait for formal planning sessions.,,,,,1
Which three actions best demonstrate the Scrum Master's role in supporting the Scrum Team? (Choose the three best answers),"The Scrum Master supports the team by facilitating Scrum events, assisting the Product Owner with Backlog management, and coaching the team on self-management and collaboration. <i>“The Scrum Master is accountable for the Scrum Team’s effectiveness.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Solving all technical issues for the team.,Incorrect: The Scrum Master facilitates but does not directly solve technical challenges.,Facilitating Scrum events to ensure they are productive and effective.,Correct: Facilitating Scrum events is a core responsibility of the Scrum Master.,Helping the Product Owner manage the Product Backlog.,Correct: The Scrum Master supports the Product Owner in refining the Backlog and facilitating stakeholder engagement.,Coaching the team on self-management and cross-functionality.,Correct: Coaching supports the team in becoming more self-sufficient and effective.,Directing the team’s daily work tasks.,Incorrect: The Scrum Master does not direct work; the team manages their own tasks.,,,"2,3,4"
Which artifact helps the team inspect and adapt their progress toward the Sprint Goal? (Choose the best answer),The Sprint Backlog provides a detailed plan that allows the team to inspect their progress toward the Sprint Goal and adapt as necessary. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>,S,pspo-I,Scrum Artifacts,Product Backlog,Incorrect: The Product Backlog outlines future work but does not specifically help the team inspect progress toward the Sprint Goal.,Sprint Backlog,Correct: The Sprint Backlog helps the team track their progress and make necessary adjustments during the Sprint.,Increment,Incorrect: The Increment represents completed work but does not help track ongoing progress.,Scrum Artifacts,Incorrect: The Definition of Done ensures quality but does not help track progress.,,,,,2
Which artifact provides visibility into the team’s plan for achieving the Sprint Goal and tracks progress throughout the Sprint? (Choose the best answer),"The Sprint Backlog provides a clear and transparent view of the team’s plan and progress during the Sprint, supporting alignment with the Sprint Goal. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Product Backlog,Incorrect: The Product Backlog shows future work but does not provide visibility into the current Sprint’s progress.,Sprint Backlog,Correct: The Sprint Backlog provides transparency into the work planned and tracks progress toward the Sprint Goal.,Increment,Incorrect: The Increment represents completed work but does not show the current plan or progress.,Scrum Artifacts,Incorrect: The Definition of Done sets quality standards but does not provide a view of the team’s progress.,,,,,2
True or False: The Product Owner is responsible for approving the team's work at the end of each Sprint. (Choose the best answer),The Product Owner does not approve the Increment; it is considered done when it meets the agreed Definition of Done. <i>“An Increment is a concrete stepping stone toward the Product Goal.” Scrum Guide 2020</i>,TF,pspo-I,Scrum Artifacts,,Incorrect: The Product Owner does not approve work; the Increment is assessed based on the Definition of Done.,,Correct: The Product Owner does not approve work; completed items that meet the Definition of Done are considered done.,,,,,,,,,false
"During Sprint Planning, the team finds that one of the items is too complex to complete in a single Sprint. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to refine complex items, breaking them into smaller, manageable pieces that can be completed within a Sprint. <i>“Product Backlog items that can be Done by the Scrum Team within one Sprint are deemed ready for selection in a Sprint Planning event.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Include the item as-is and hope it can be completed.,Incorrect: Including overly complex items without refinement can disrupt the Sprint.,"Work with the team to break down the item into smaller, manageable tasks.",Correct: Refining complex items into smaller tasks helps ensure they are actionable and aligned with the Sprint Goal.,Move the item to the next Sprint without changes.,Incorrect: Delaying work without refinement does not address complexity.,Ask the Scrum Master to handle the refinement separately.,Incorrect: The Product Owner is responsible for managing the refinement process.,,,,,2
What is the Product Owner's main responsibility during Sprint Planning? (Choose the best answer),"During Sprint Planning, the Product Owner provides context and clarity on Product Backlog items, helping the team understand the work. <i>Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,To create a detailed plan for the Sprint with the team.,Incorrect: The Product Owner focuses on the 'what' not the detailed 'how'.,To ensure the Developers select enough Product Backlog items to satisfy stakeholders.,"Incorrect: The team selects items based on capacity, not stakeholder pressure.",To clarify and provide context for selected Product Backlog items.,Correct: The Product Owner ensures clarity and context for the items chosen for the Sprint.,To approve the Sprint Backlog created by the Developers.,"Incorrect: The Developers self-manage the Sprint Backlog, and it does not require approval from the Product Owner.",,,,,3
Which three practices help ensure that a Scrum Team consistently delivers value to the stakeholders? (Choose the three best answers),"Prioritizing high-value items, conducting Sprint Reviews, and maintaining a relevant Definition of Done help ensure that the Scrum Team consistently delivers value. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Concepts,Prioritizing the highest value items in the Product Backlog,Correct: Focusing on high-value items ensures that the team delivers the most important features first.,Regular Sprint Reviews to gather feedback,Correct: Sprint Reviews provide an opportunity to gather stakeholder feedback and make necessary adjustments to maximize value.,Keeping the Definition of Done up-to-date and relevant,Correct: An updated Definition of Done ensures that the work delivered meets current standards and expectations.,Skipping Retrospectives to focus more on task completion,Incorrect: Retrospectives are essential for continuous improvement and delivering value.,Changing the Sprint Goal frequently to adapt to new demands,Incorrect: Frequent changes disrupt focus; the Sprint Goal should remain consistent throughout the Sprint.,,,"1,2,3"
