title,feedback,answerType,type,domain,answer1,explanation1,answer2,explanation2,answer3,explanation3,answer4,explanation4,answer5,explanation5,answer6,explanation6,correctAnswer
The Product Owner notices that the Development Team is not meeting the Definition of Done. What should be the immediate next step? (Choose the best answer),Addressing adherence to the Definition of Done during the Retrospective allows the team to collaboratively identify and commit to improvements. <i>“The Sprint Retrospective is an opportunity to improve quality and effectiveness.” Scrum Guide 2020</i>,S,pspo-I,Scrum Events,Ignore the issue and focus on the next Sprint.,Incorrect: Ignoring quality standards leads to inconsistent Increments and potential rework.,Discuss the importance of the Definition of Done during the Sprint Retrospective.,Correct: The Retrospective allows the team to reflect on quality issues and agree on improvements.,Request the Scrum Master to enforce quality standards.,Incorrect: Enforcing standards is not the role of the Scrum Master; it’s a team responsibility.,Reduce the Definition of Done requirements temporarily.,Incorrect: Reducing quality standards compromises the integrity of the Increment and the Scrum process.,,,,,2
Which pillar of Scrum is primarily responsible for enabling the team to assess progress toward the Product Goal? (Choose the best answer),"Inspection is essential for assessing progress toward the Product Goal, allowing the team to make informed decisions. <i>“The Scrum Team inspects progress toward the Product Goal to detect undesirable variances.” Scrum Guide 2020</i>",S,pspo-I,Scrum Pillars,Inspection,Correct: Inspection allows the team to regularly assess their progress toward the Product Goal.,Adaptation,"Incorrect: Adaptation occurs after Inspection, once progress has been assessed.",Transparency,"Incorrect: Transparency provides visibility, but Inspection specifically involves assessing progress.",Respect,"Incorrect: Respect is a Scrum value, not a pillar that involves assessing progress.",,,,,1
Which two pillars are directly involved when the team identifies a problem and decides to change their approach? (Choose the two best answers),"Inspection identifies problems within the team's work, and Adaptation allows them to adjust their approach accordingly. <i>“Adaptation becomes more difficult when the people involved are not empowered.” Scrum Guide 2020</i>",M,pspo-I,Scrum Pillars,Inspection and Transparency,"Incorrect: Transparency makes the problem visible, but Adaptation is necessary to change the approach.",Inspection and Adaptation,"Correct: Inspection identifies the problem, and Adaptation allows the team to change their approach.",Transparency and Adaptation,"Incorrect: Transparency helps identify problems, but Inspection is needed before adaptation.",Respect and Adaptation,"Incorrect: Respect fosters collaboration, but Inspection is required to identify problems.",Adaptation and Focus,"Incorrect: Focus maintains direction, but Inspection is needed to identify when a change is required.",,,"2,3"
Which two strategies can help the Development Team manage unexpected impediments during the Sprint? (Choose the two best answers),Managing impediments effectively involves discussing them during the Daily Scrum and leveraging the Scrum Master’s support to facilitate quick resolutions. <i>“The Scrum Master is accountable for the Scrum Team’s effectiveness.” Scrum Guide 2020</i>,M,pspo-I,Scrum Tools and Techniques,Address impediments during the Daily Scrum to adapt the plan as needed.,Correct: The Daily Scrum provides an opportunity to discuss impediments and adjust plans to stay on track toward the Sprint Goal.,Engage the Scrum Master to help remove impediments quickly.,Correct: The Scrum Master plays a crucial role in facilitating the removal of obstacles that impede the team’s progress.,Skip the Daily Scrum to focus directly on solving the impediments.,Incorrect: The Daily Scrum is essential for maintaining transparency and should not be skipped.,Delegate impediment resolution to the most senior team member.,"Incorrect: Impediment resolution is a team effort, facilitated by the Scrum Master, not an individual task.",Extend the Sprint to make up for time lost due to impediments.,Incorrect: Extending the Sprint is against Scrum principles and disrupts the time-box.,,,"1,2"
Which two techniques can help the Development Team maintain focus and manage their work effectively during a Sprint? (Choose the two best answers),"Daily Scrums and Task Boards are effective tools that help the Development Team stay focused, inspect progress, and adapt their work to meet the Sprint Goal. <i>“The Daily Scrum is used to inspect progress toward the Sprint Goal and adapt the Sprint Backlog as necessary.” Scrum Guide 2020</i>",M,pspo-I,Scrum Tools and Techniques,Daily Scrums focused on inspecting progress and adapting the plan.,Correct: The Daily Scrum helps the team stay on track by inspecting progress and adapting the plan as needed.,Updating the Sprint Backlog with new tasks daily.,Incorrect: New tasks should not be added without careful consideration of their impact on the Sprint Goal.,Using a visible Task Board to track work in progress.,"Correct: A Task Board provides a clear visual representation of task status, helping the team stay focused and organized.",Skipping Retrospectives to save time for task completion.,Incorrect: Retrospectives are essential for continuous improvement and should not be skipped.,Reassigning tasks frequently to balance workload.,Incorrect: Frequent task reassignments disrupt flow and can confuse team dynamics.,,,"1,3"
"During a Sprint, the team realizes that the work remaining is not decreasing as expected according to the Burndown Chart. What should the team focus on to resolve this? (Choose the best answer)","The Daily Scrum provides an opportunity for the team to inspect progress, identify impediments, and adapt their plan to ensure they continue moving toward the Sprint Goal. <i>“The Daily Scrum is used to inspect progress toward the Sprint Goal.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Adding more resources to speed up progress.,Incorrect: Adding resources mid-Sprint disrupts the team's dynamics and does not address underlying issues.,Identifying impediments and adapting their plan during the Daily Scrum.,Correct: The Daily Scrum helps the team identify issues and adapt their work to stay on track with the Sprint Goal.,Requesting an extension of the Sprint to finish the work.,Incorrect: Extending the Sprint goes against Scrum principles and does not resolve the core problem.,Reprioritizing tasks to focus on easier ones.,Incorrect: Reprioritizing for easier tasks avoids addressing real impediments and does not support the Sprint Goal.,,,,,2
"During the Sprint, the Product Owner frequently changes priorities, leading to confusion among the Development Team. How should the team address this? (Choose the best answer)","The Sprint Retrospective provides an opportunity to address recurring issues like changing priorities, allowing the team and Product Owner to agree on a better approach. <i>“The Sprint Retrospective is an opportunity for the Scrum Team to improve processes.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Discuss the issue in the Daily Scrum and adapt as needed.,Incorrect: The Daily Scrum focuses on progress toward the Sprint Goal and is not the place to manage priority changes.,Raise the issue in the Sprint Retrospective and agree on a clearer process for handling mid-Sprint changes.,Correct: The Retrospective is an appropriate setting to discuss process improvements and agree on how to handle changes in priority.,Ignore the changes and continue with the original plan.,Incorrect: Ignoring changes does not address the underlying issue and could lead to misalignment.,Ask the Scrum Master to enforce the current priorities.,Incorrect: Enforcing priorities is not the Scrum Master’s role; it requires a collaborative approach between the team and the Product Owner.,,,,,2
"The Development Team is struggling to manage their workload, with some members frequently overwhelmed while others are underutilized. Which tool or technique could help address this issue? (Choose the best answer)","A Task Board helps the team visualize task distribution and identify imbalances, allowing them to self-organize and adjust workloads as needed. <i>“Task Boards can enhance transparency and provide clear insights into progress.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Velocity Tracking,Incorrect: Velocity measures past performance but does not balance workload within the team.,Task Board,"Correct: A Task Board helps visualize the distribution of tasks, enabling the team to balance workload effectively.",Sprint Review,Incorrect: The Sprint Review assesses the completed work and does not help manage team workload.,Burndown Chart,Incorrect: The Burndown Chart tracks overall progress but does not provide insights into individual workload distribution.,,,,,2
"The team consistently underestimates the time required for their tasks, leading to incomplete work at the end of Sprints. Which Scrum artifact can help improve their estimation accuracy? (Choose the best answer)","Velocity Tracking helps teams understand their capacity based on historical data, allowing them to make more accurate estimates for future Sprints. <i>“Velocity is an optional but useful tool to help understand team performance.” Scrum Guide 2020</i>",S,pspo-I,Scrum Tools and Techniques,Sprint Backlog,Incorrect: The Sprint Backlog lists planned work but does not directly aid in improving estimation accuracy.,Velocity Tracking,"Correct: Velocity Tracking provides insights into the team’s actual performance over multiple Sprints, helping improve future estimations.",Daily Scrum,Incorrect: The Daily Scrum focuses on inspecting progress but does not help directly with estimation improvements.,Burndown Chart,Incorrect: The Burndown Chart tracks progress within the Sprint but does not address estimation accuracy.,,,,,2
Which Scrum value is most demonstrated when the team faces a challenge and adapts their strategy to stay aligned with the Sprint Goal? (Choose the best answer),"Courage is demonstrated when the team adapts their strategy in response to challenges, empowering them to make bold decisions to achieve the Sprint Goal. <i>“Scrum’s success is based on people becoming more proficient in living five values.” Scrum Guide 2020</i>",S,pspo-I,Scrum Values,Courage,Correct: Courage enables the team to take bold actions and adapt their strategy when faced with challenges.,Openness,Incorrect: Openness supports transparency but does not directly drive the adaptation of strategies.,Respect,"Incorrect: Respect fosters collaboration, but Courage is needed to confront and address challenges.",Focus,"Incorrect: Focus helps maintain alignment, but Courage drives the willingness to adapt.",,,,,1
True or False: The Product Owner has the authority to change Sprint Goals as they see fit. (Choose the best answer),The Sprint Goal provides a shared focus for the team during the Sprint and should not be altered without careful consideration of its impact. <i>“The Sprint Goal is the single objective for the Sprint.” Scrum Guide 2020</i>,TF,pspo-I,Sprint Planning,,"Incorrect: Once set, Sprint Goals should remain stable to maintain focus and direction during the Sprint.",,Correct: The Sprint Goal is set during Sprint Planning and should remain unchanged to guide the team’s work.,,,,,,,,,false
True or False: The Product Owner has the authority to change the Sprint Goal during the Sprint if new priorities emerge. (Choose the best answer),The Sprint Goal provides a shared focus for the team and should not be changed during the Sprint. Any adjustments should be made in future Sprints. <i>“The Sprint Goal is the single objective for the Sprint.” Scrum Guide 2020</i>,TF,pspo-I,Sprint Planning,,Incorrect: Changing the Sprint Goal disrupts the focus and alignment of the team.,,Correct: The Sprint Goal is set during Sprint Planning and should remain stable to guide the team’s efforts.,,,,,,,,,false
"During Sprint Planning, the Developers express concerns that the planned work may exceed their capacity. What is the best action for the Product Owner? (Choose the best answer)","The Product Owner should collaborate with the Developers to adjust the Sprint Backlog, ensuring the team commits to achievable work that maximizes value. <i>“Scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Push the team to commit to the planned work to maximize output.,Incorrect: Overcommitting can lead to unmet goals and team burnout.,"Work with the team to adjust the Sprint Backlog, focusing on high-value items that align with the Sprint Goal.",Correct: Adjusting the Sprint Backlog ensures commitments are achievable and aligned with value delivery.,Ignore the concerns and maintain the current Sprint plan.,Incorrect: Addressing team concerns helps maintain sustainable progress and morale.,Ask the Scrum Master to manage the team’s workload.,Incorrect: The Product Owner should actively participate in managing work scope and priorities with the Developers.,,,,,2
"During Sprint Planning, the Developers identify that the scope of the Sprint Goal may be too ambitious. What should the Product Owner do? (Choose the best answer)","The Product Owner should work with the Developers to adjust the Sprint Backlog, ensuring that the team remains focused on the most valuable and achievable work. <i>“Scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Encourage the team to commit to the Sprint Goal regardless of the challenges.,Incorrect: Committing to unrealistic goals can lead to burnout and unmet Sprint outcomes.,"Collaborate with the team to adjust the Sprint Backlog, focusing on the most valuable work.","Correct: Adjusting the Sprint Backlog helps align the team’s efforts with achievable, high-value outcomes.",Delay the Sprint to reevaluate the Sprint Goal and items.,Incorrect: Delaying the Sprint disrupts the cadence and flow of work in Scrum.,Reassign some work to another team to meet the Sprint Goal.,Incorrect: Reassigning work undermines team accountability and focus.,,,,,2
"During the Sprint, the Developers identify that they have underestimated the complexity of a Backlog item. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to adjust the Sprint Backlog, ensuring the team remains focused on delivering value without compromising quality. <i>“Scope may be clarified and renegotiated with the Product Owner as more is learned.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Ask the team to complete it anyway to stay on schedule.,Incorrect: Forcing completion of underestimated work can lead to poor quality and unmet Sprint Goals.,Collaborate with the Developers to adjust the Sprint Backlog and refine the item for future Sprints if necessary.,Correct: Adjusting the Backlog ensures the team can focus on achievable work and maintain quality.,Ignore the issue and let the team handle it independently.,"Incorrect: Collaboration helps ensure that the Sprint remains focused and valuable, even when challenges arise.",Ask the Scrum Master to extend the Sprint to allow more time for the item.,Incorrect: Sprints cannot be extended; adjustments should be made to the Sprint Backlog instead.,,,,,2
"During Sprint Planning, the team discovers that some selected Product Backlog items are unclear. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to refine unclear items, ensuring they are clear and actionable before being included in the Sprint. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Include the items anyway and clarify them during the Sprint.,Incorrect: Including unclear items can disrupt the Sprint and increase uncertainty.,"Work with the Developers to refine the items immediately, ensuring they are ready for the Sprint.","Correct: Refining items ensures they are clear, actionable, and ready for the Sprint, reducing confusion.",Move the items to the next Sprint to refine them later.,Incorrect: Delaying unclear work without refinement does not address the underlying issues.,Ask the Scrum Master to lead additional refinement sessions.,Incorrect: The Product Owner leads refinement efforts with the team’s collaboration.,,,,,2
"During the Sprint Review, stakeholders express dissatisfaction with the product’s progress. What is the best action for the Product Owner? (Choose the best answer)","The Product Owner should engage with stakeholders during the Sprint Review to gather feedback and update the Product Backlog, ensuring future work aligns with stakeholder expectations. <i>“The purpose of the Sprint Review is to inspect the outcome of the Sprint and determine future adaptations.” Scrum Guide 2020</i>",S,pspo-I,Sprint Review,Defend the team’s work and explain the challenges they faced.,Incorrect: Defending work without addressing feedback does not help improve future iterations.,Engage with stakeholders to understand their feedback and adjust the Product Backlog accordingly.,Correct: The Product Owner should actively manage stakeholder feedback and refine the Backlog to align with needs.,Ignore the feedback and continue with the planned Backlog items.,Incorrect: Ignoring feedback undermines the purpose of the Sprint Review and stakeholder engagement.,Ask the Scrum Master to handle stakeholder concerns separately.,Incorrect: Managing stakeholder expectations is the responsibility of the Product Owner.,,,,,2
"During the Sprint Review, stakeholders suggest changes that could impact the Product Goal. What should the Product Owner do? (Choose the best answer)",The Product Owner should assess stakeholder feedback collaboratively with the Scrum Team to determine the impact on the Product Goal and adjust the Product Backlog as necessary. <i>“The Sprint Review is an opportunity to inspect the outcome of the Sprint and determine future adaptations.” Scrum Guide 2020</i>,S,pspo-I,Sprint Review,Immediately change the Product Goal to align with stakeholder requests.,Incorrect: Changing the Product Goal without evaluation can disrupt the product’s strategic direction.,Engage stakeholders in a discussion with the Scrum Team to evaluate the impact of the suggested changes.,Correct: The Product Owner should facilitate discussions to assess feedback and adjust the Product Backlog as needed.,Reject the suggestions to maintain the current Product Goal.,Incorrect: All feedback should be considered and evaluated to keep the Product Backlog relevant.,Ask the Scrum Master to handle the stakeholder feedback separately.,Incorrect: The Product Owner is responsible for managing feedback and refining the Product Backlog.,,,,,2
Which three actions best demonstrate the Product Owner’s responsibility in managing stakeholder expectations? (Choose the three best answers),"The Product Owner should regularly engage stakeholders, use data to inform decisions, and set clear expectations to manage relationships effectively. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Stakeholder Engagement,Only communicate with stakeholders during formal Scrum events.,Incorrect: Ongoing communication is key to managing expectations effectively.,Engage stakeholders regularly to gather feedback and adjust the Product Backlog.,Correct: Regular engagement helps keep the Backlog aligned with stakeholder needs.,Use data and metrics to explain prioritization decisions.,Correct: Data-driven prioritization builds trust and transparency with stakeholders.,Set clear expectations about what can and cannot be achieved within the current Sprint.,Correct: Clear communication helps stakeholders understand the team’s focus and constraints.,Delegate communication with stakeholders to the Scrum Master.,Incorrect: Managing stakeholder relationships is a key responsibility of the Product Owner.,,,"2,3,4"
Which two actions should the Product Owner take when stakeholders frequently request changes during a Sprint? (Choose the two best answers),"The Product Owner should evaluate stakeholder requests, manage them through the Product Backlog, and communicate how changes impact the current Sprint, maintaining alignment and focus. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",M,pspo-I,Stakeholder Engagement,Accept all changes to keep stakeholders happy.,Incorrect: Accepting changes mid-Sprint disrupts focus and undermines the Sprint Goal.,Evaluate the changes and incorporate them into the Product Backlog for future prioritization.,Correct: Managing new requests through the Product Backlog ensures the team maintains focus on the Sprint Goal.,Communicate the impact of changes on the Sprint Goal to stakeholders.,Correct: Transparent communication helps stakeholders understand the consequences of their requests.,Extend the Sprint to accommodate the changes.,Incorrect: Sprint durations are fixed and should not be extended.,Delegate stakeholder management to the Scrum Master to avoid disruptions.,Incorrect: Managing stakeholder expectations is the responsibility of the Product Owner.,,,"2,3"
Which two actions are important for the Product Owner when multiple Scrum Teams are working on the same product? (Choose the two best answers),"When multiple teams work on the same product, the Product Owner must coordinate and manage dependencies to ensure all teams are aligned with the product vision. <i>“Multiple Scrum Teams often work together on the same product.” Scrum Guide 2020</i>",M,pspo-I,Multi-Team Coordination,Ensure each team has a separate Product Backlog.,"Incorrect: All teams work from a single, unified Product Backlog managed by the Product Owner.",Facilitate communication between teams to ensure alignment.,Correct: Coordination helps prevent duplication and ensures teams work towards a shared goal.,Adjust priorities regularly to manage dependencies between teams.,Correct: Regular adjustments help keep all teams aligned and focused on delivering value.,Delegate Backlog management to the Scrum Master for each team.,Incorrect: The Product Owner maintains responsibility for the entire Product Backlog.,Set different goals for each team to maximize output.,Incorrect: Teams should work towards shared goals to ensure coherent progress.,,,"2,3"
Which three actions should the Development Team take to ensure they meet the Definition of Done? (Choose the three best answers),"Reviewing the Definition of Done, continuous testing, and conducting code reviews help ensure that the Development Team meets quality standards and produces a shippable Increment. <i>“The Definition of Done creates transparency by providing everyone a shared understanding of what work was completed.” Scrum Guide 2020</i>",M,pspo-I,Concepts,Review the Definition of Done during Sprint Planning.,Correct: Reviewing the Definition of Done helps the team understand the quality criteria that need to be met.,Test and integrate work continuously during the Sprint.,Correct: Continuous testing and integration help catch defects early and ensure the work meets quality standards.,Seek approval from the Product Owner before marking work as done.,Incorrect: The Product Owner does not approve tasks; the Definition of Done guides when work is complete.,Conduct code reviews among team members.,Correct: Code reviews help ensure that the work meets quality standards and conforms to the Definition of Done.,Rely solely on automated testing at the end of the Sprint.,Incorrect: Relying only on end-of-Sprint testing increases the risk of defects and does not guarantee adherence to the Definition of Done.,,,"1,2,4"
"During a Sprint, the Developers identify a high-priority bug that impacts the product’s usability. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to prioritize and fix critical bugs within the current Sprint, maintaining product integrity. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Ignore the bug and continue with the planned work.,Incorrect: Ignoring critical issues can harm product quality and stakeholder satisfaction.,Collaborate with the Developers to prioritize the bug fix within the current Sprint.,Correct: Addressing critical bugs promptly ensures the product remains functional and valuable.,Delay the fix until the next Sprint to maintain the current focus.,Incorrect: Delaying fixes for critical bugs can lead to further problems and technical debt.,Ask the Scrum Master to handle the bug independently.,"Incorrect: The Product Owner should be involved in prioritizing critical issues, although the Scrum Master can facilitate.",,,,,2
"During the Sprint Retrospective, the team identifies recurring issues with unclear requirements for Product Backlog items. What should the Product Owner do? (Choose the best answer)","The Product Owner should actively engage in refining Backlog items with the team, ensuring clarity and understanding to enhance future Sprint success. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Ignore the feedback to maintain the current refinement process.,Incorrect: Ignoring feedback prevents improvement and does not address recurring issues.,"Work with the team to improve the refinement process, ensuring requirements are clear and well understood.",Correct: Improving refinement processes helps ensure that Backlog items are actionable and reduce misunderstandings.,Delegate the responsibility of clarifying requirements to the Scrum Master.,Incorrect: The Product Owner plays a key role in refinement and must actively participate in clarifying requirements.,Delay addressing these issues until the next formal refinement session.,"Incorrect: Refinement improvements should be addressed continuously, not delayed.",,,,,2
"During the Sprint Review, stakeholders suggest changes to the Product Goal based on market shifts. What should the Product Owner do? (Choose the best answer)",The Product Owner should assess feedback collaboratively with the Scrum Team to determine its impact on the Product Backlog and Product Goal. <i>“The Product Owner is responsible for effective Product Backlog management.” Scrum Guide 2020</i>,S,pspo-I,Product Backlog Management,Immediately change the Product Goal to align with stakeholder feedback.,Incorrect: Changes to the Product Goal should be carefully considered and not made impulsively.,Discuss the feedback with the Scrum Team and stakeholders to assess the impact on the Product Backlog.,Correct: The Product Owner should collaborate to evaluate changes and adjust the Backlog accordingly.,Ignore the feedback and focus on the current Sprint Goal.,Incorrect: Ignoring feedback undermines stakeholder trust and product value.,Ask the Scrum Master to handle stakeholder concerns separately.,Incorrect: The Product Owner is responsible for managing the Product Goal and adjusting the Backlog based on feedback.,,,,,2
Stakeholders are frequently requesting changes to the Product Backlog. How should the Product Owner manage these requests? (Choose the best answer),The Product Owner should evaluate stakeholder requests based on value and prioritize them in the Product Backlog to ensure the team is focused on the most impactful work. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>,S,pspo-I,Product Backlog Management,Accept all requests to keep stakeholders satisfied.,Incorrect: Accepting all requests without prioritization can lead to an unfocused Backlog.,Evaluate each request based on its potential value and prioritize accordingly.,Correct: The Product Owner must balance stakeholder requests against the overall value and strategic direction of the product.,Ask the Scrum Master to manage stakeholder expectations.,"Incorrect: Managing the Product Backlog is the Product Owner’s responsibility, not the Scrum Master’s.",Ignore low-priority requests to focus only on urgent items.,"Incorrect: All requests should be evaluated fairly based on value, not urgency alone.",,,,,2
"During the Sprint, a stakeholder requests to add a new feature that is high priority. What should the Product Owner do? (Choose the best answer)","The Product Owner should add new requests to the Product Backlog, prioritize them accordingly, and manage stakeholder expectations without disrupting the current Sprint. <i>“The Product Owner is accountable for effective Product Backlog management.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Add the feature to the current Sprint Backlog immediately.,Incorrect: Adding new work mid-Sprint disrupts the Sprint Goal and team focus.,Discuss the request with the team and adjust the Sprint Goal if needed.,Incorrect: The Sprint Goal should not be changed once the Sprint has started.,Add the feature to the Product Backlog and prioritize it for the next Sprint.,Correct: The Product Owner should manage the Product Backlog and prioritize new work for future Sprints.,Ignore the request and continue with the current plan.,Incorrect: The Product Owner should acknowledge the request and manage it appropriately.,,,,,3
Which two actions should the Product Owner take to ensure that the Product Backlog remains aligned with business objectives? (Choose the two best answers),"The Product Owner should regularly engage with stakeholders and use data-driven prioritization to keep the Product Backlog aligned with evolving business objectives, maximizing value delivery. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",M,pspo-I,Product Backlog Management,Update the Product Backlog only during formal Scrum events like Sprint Planning and Review.,Incorrect: The Product Backlog should be continuously refined and updated based on evolving needs.,Engage with stakeholders regularly to gather feedback and adjust the Product Backlog.,Correct: Regular engagement helps ensure the Product Backlog reflects current business needs and priorities.,Use data-driven prioritization to keep the Backlog focused on high-impact work.,Correct: Data-driven decisions help maintain a Product Backlog that delivers the most value to the business.,Ignore feedback that conflicts with the current Product Goal.,Incorrect: All feedback should be considered to maintain a responsive and adaptable Product Backlog.,Delegate Product Backlog refinement to the Developers to save time.,Incorrect: The Product Owner is responsible for managing and updating the Product Backlog.,,,"2,3"
"During a Sprint, the Developers identify that an item in the Product Backlog lacks sufficient detail. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to refine unclear items, ensuring they are actionable and meet the team's understanding for future implementation. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Product Backlog Management,Defer the item to a future Sprint to allow more time for refinement.,Incorrect: Delaying work does not address the lack of clarity; refinement should happen as part of ongoing Backlog management.,"Work with the Developers to refine the item immediately, ensuring it is clear and actionable.",Correct: Refinement ensures that Product Backlog items are ready for implementation and understood by the team.,Ask the Scrum Master to clarify the item with the team.,"Incorrect: While the Scrum Master can facilitate, refinement is primarily the Product Owner's responsibility.",Remove the item from the Backlog if it is unclear.,Incorrect: Removing an unclear but valuable item does not resolve the issue of insufficient detail.,,,,,2
Which three actions best demonstrate the role of the Scrum Master in supporting the Scrum Team? (Choose the three best answers),"The Scrum Master supports the Scrum Team by facilitating events, assisting the Product Owner with Backlog refinement, and coaching the team on self-management. <i>“The Scrum Master is accountable for the Scrum Team’s effectiveness.” Scrum Guide 2020</i>",M,pspo-I,Roles and Responsibilities,Directing the Developers on what tasks to complete each day.,Incorrect: The Scrum Master facilitates but does not direct the team’s daily work.,Facilitating Scrum events to ensure they are productive and effective.,Correct: Facilitating Scrum events is a core responsibility of the Scrum Master.,Helping the Product Owner refine and prioritize the Product Backlog.,Correct: The Scrum Master supports the Product Owner in managing the Backlog effectively.,Coaching the team on self-management and cross-functionality.,Correct: Coaching the team helps them become more autonomous and effective.,Assigning tasks to team members to improve efficiency.,Incorrect: The Scrum Master does not assign tasks; the team manages their own work.,,,"2,3,4"
Which artifact in Scrum provides a transparent view of what has been completed and what is still needed to achieve the Product Goal? (Choose the best answer),"The Product Backlog is a dynamic, ordered list that represents everything needed to achieve the Product Goal, providing a clear view of what is complete and what remains. <i>“The Product Backlog is an emergent, ordered list of what is needed to improve the product.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Sprint Backlog,Incorrect: The Sprint Backlog shows the plan for the current Sprint but does not reflect progress toward the Product Goal.,Product Backlog,Correct: The Product Backlog is an ordered list of everything needed to improve the product and achieve the Product Goal.,Increment,Incorrect: The Increment shows what has been completed but does not provide visibility into what is still needed.,Scrum Artifacts,Incorrect: The Definition of Done ensures quality but does not provide a view of progress towards the Product Goal.,,,,,2
Which artifact provides transparency into what work is currently being done and how the team plans to achieve the Sprint Goal? (Choose the best answer),"The Sprint Backlog provides a clear and transparent view of what the team is working on during the Sprint, supporting alignment with the Sprint Goal. <i>“The Sprint Backlog is a plan by and for the Developers.” Scrum Guide 2020</i>",S,pspo-I,Scrum Artifacts,Product Backlog,Incorrect: The Product Backlog shows future work but does not provide visibility into the current Sprint’s progress.,Sprint Backlog,Correct: The Sprint Backlog provides a transparent view of the work planned for the Sprint and the team’s progress.,Increment,Incorrect: The Increment reflects completed work but does not show current planning or progress.,Scrum Artifacts,Incorrect: The Definition of Done sets quality standards but does not provide insight into current work progress.,,,,,2
True or False: The Product Owner is solely responsible for writing all Product Backlog items. (Choose the best answer),"The Product Owner manages the Product Backlog, but creating items can be a collaborative effort involving the entire Scrum Team. <i>“The Product Owner may do the above work, or have the Developers do it. However, the Product Owner remains accountable.” Scrum Guide 2020</i>",TF,pspo-I,Scrum Artifacts,,"Incorrect: The Product Owner is accountable for the Product Backlog, but anyone in the Scrum Team can write items.",,"Correct: While the Product Owner manages the Product Backlog, the Development Team and others can contribute to writing items.",,,,,,,,,false
"During Sprint Planning, the team identifies that a high-priority item lacks sufficient detail. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to refine unclear items, ensuring they are ready for inclusion and execution within the Sprint. <i>“Product Backlog refinement is the act of adding detail, estimates, and order to items in the Product Backlog.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Include the item as-is and hope the Developers can figure it out during the Sprint.,Incorrect: Including unclear items can lead to wasted effort and unmet Sprint Goals.,Work with the Developers to refine the item before it is included in the Sprint Backlog.,"Correct: Refinement ensures items are clear, actionable, and understood by the team, supporting successful delivery.",Move the item to the next Sprint to allow more time for refinement.,Incorrect: Delaying high-priority work can impact value delivery and should be avoided if possible.,Ask the Scrum Master to facilitate the refinement of the item.,"Incorrect: While the Scrum Master can facilitate, the Product Owner is responsible for ensuring items are ready.",,,,,2
"During the Sprint, the Developers identify a risk that could impact the Sprint Goal. What should the Product Owner do? (Choose the best answer)","The Product Owner should collaborate with the Developers to address risks, ensuring that the Sprint remains aligned with its Goal. <i>“The Product Owner is accountable for maximizing the value of the product resulting from the work of the Scrum Team.” Scrum Guide 2020</i>",S,pspo-I,Sprint Planning,Ignore the risk to maintain focus on current tasks.,Incorrect: Ignoring risks can lead to failure in meeting the Sprint Goal.,Work with the Developers to assess the risk and adjust the Sprint Backlog if necessary.,Correct: Addressing risks helps ensure that the team can meet the Sprint Goal and deliver value.,Ask the Scrum Master to resolve the risk independently.,"Incorrect: The Scrum Master facilitates, but the Product Owner should be involved in prioritization and adjustments.",Escalate the risk to management to find a solution.,Incorrect: Risks should be managed within the Scrum Team without unnecessary escalation.,,,,,2
